cve,post_id,commit_url,cve_desc_text,commit_msg_text,code_text,is_patch,"helpfulness (1 - 3, 3 is most helpful)",true_label,method
CVE-2018-12247,CVE-2018-12247/55edae0226409de25e59922807cb09acb45731a2,https://github.com/mruby/mruby/commit/55edae0226409de25e59922807cb09acb45731a2,"<s>An issue was discovered in mruby 1.4.1. There is a NULL pointer dereference in mrb_class, related to certain .clone usage, because mrb_obj_clone in kernel.c copies flags other than the MRB_FLAG_IS_FROZEN flag (e.g., the embedded flag).</s>","<s>Allow `Object#clone` to copy frozen status only; fix #4036
Copying all flags from the original object may overwrite the clone's
flags e.g. the embedded flag.
</s>"," diff --git a/src/kernel.c b/src/kernel.c
index f378004cb..bbe6e8bb7 100644
--- a/src/kernel.c
+++ b/src/kernel.c
@@ -348,7 +348,7 @@ mrb_obj_clone(mrb_state *mrb, mrb_value self)
   mrb_field_write_barrier(mrb, (struct RBasic*)p, (struct RBasic*)p->c);
   clone = mrb_obj_value(p);
   init_copy(mrb, clone, self);
-  p->flags = mrb_obj_ptr(self)->flags;
+  p->flags |= mrb_obj_ptr(self)->flags & MRB_FLAG_IS_FROZEN;
 
   return clone;
 }
",1.0,3.0,1.0,tfidf
,,,,,,,,,
CVE-2021-38115,CVE-2021-38115/19c7a5d6512dcf4d0b0e6db797d754a8e281a6aa,https://github.com/libgd/libgd/commit/19c7a5d6512dcf4d0b0e6db797d754a8e281a6aa,<s>read_header_tga in gd_tga.c in the GD Graphics Library (aka LibGD) through 2.3.2 allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted TGA file.</s>,"<s>use gdIOCtxPtr more consistently
We have gdIOCtxPtr for gdIOCtx*, so switch the public headers to it
consistently.
</s>"," diff --git a/src/gd_tga.h b/src/gd_tga.h
index 297f3dc9..b56e2e41 100644
--- a/src/gd_tga.h
+++ b/src/gd_tga.h
@@ -45,8 +45,8 @@ typedef struct oTga_ {
 
 #define TGA_RLE_FLAG	128
 
-int read_header_tga(gdIOCtx *ctx, oTga *tga);
-int read_image_tga(gdIOCtx *ctx, oTga *tga);
+int read_header_tga(gdIOCtxPtr ctx, oTga *tga);
+int read_image_tga(gdIOCtxPtr ctx, oTga *tga);
 void free_tga(oTga *tga);
 
 #endif //__TGA_H
",0.0,,0.0,tfidf
CVE-2021-38115,CVE-2021-38115/8b111b2b4a4842179be66db68d84dda91a246032,https://github.com/libgd/libgd/commit/8b111b2b4a4842179be66db68d84dda91a246032,<s>read_header_tga in gd_tga.c in the GD Graphics Library (aka LibGD) through 2.3.2 allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted TGA file.</s>,"<s>fix read out-of-bands in reading tga header file
</s>"," diff --git a/src/gd_tga.c b/src/gd_tga.c
index cae9428d..286febb2 100644
--- a/src/gd_tga.c
+++ b/src/gd_tga.c
@@ -191,7 +191,11 @@ int read_header_tga(gdIOCtx *ctx, oTga *tga)
 			return -1;
 		}
 
-		gdGetBuf(tga->ident, tga->identsize, ctx);
+		
+		if (gdGetBuf(tga->ident, tga->identsize, ctx) != tga->identsize) {
+			gd_error(""fail to read header ident"");
+			return -1;
+		}
 	}
 
 	return 1;
",1.0,3.0,1.0,tfidf
,,,,,,,,,
CVE-2016-9284,CVE-2016-9284/e7b6856ac384bf2b8ea7761a1e46d6e4186d36f4,https://github.com/exponentcms/exponent-cms/commit/e7b6856ac384bf2b8ea7761a1e46d6e4186d36f4,<s>getUsersByJSON in framework/modules/users/controllers/usersController.php in Exponent CMS v2.4.0 allows remote attackers to read user information via users/getUsersByJSON/sort/ and a trailing string.</s>,"<s>fix security vulnerability to get user list, reported by pang0lin
</s>"," diff --git a/framework/modules/users/controllers/usersController.php b/framework/modules/users/controllers/usersController.php
index 7012b8496..3b4568633 100755
--- a/framework/modules/users/controllers/usersController.php
+++ b/framework/modules/users/controllers/usersController.php
@@ -39,6 +39,7 @@ class usersController extends expController {
         'update'           => 'Update Users',
         'show'             => 'Show User',
         'showall'          => 'Show Users',
+        'getUsersByJSON'   => 'Get Users',
     );
 
     static function displayname() {
",1.0,3.0,1.0,tfidf
CVE-2016-9284,CVE-2016-9284/66f72dc417c9dfdca2732b95c09230db0a10bc30,https://github.com/exponentcms/exponent-cms/commit/66f72dc417c9dfdca2732b95c09230db0a10bc30,<s>getUsersByJSON in framework/modules/users/controllers/usersController.php in Exponent CMS v2.4.0 allows remote attackers to read user information via users/getUsersByJSON/sort/ and a trailing string.</s>,"<s>fix security vulnerability update group; reported by DM_
</s>"," diff --git a/framework/modules/users/controllers/usersController.php b/framework/modules/users/controllers/usersController.php
index 3b4568633..73820bb6b 100755
--- a/framework/modules/users/controllers/usersController.php
+++ b/framework/modules/users/controllers/usersController.php
@@ -781,7 +781,7 @@ class usersController extends expController {
 
         $group = new group();
         if (!empty($this->params['redirect'])) {
-            $this->params['redirect'] = $db->selectValue('section', 'sef_name', 'id=' . $this->params['redirect']);
+            $this->params['redirect'] = $db->selectValue('section', 'sef_name', 'id=' . intval($this->params['redirect']));
         }
         $group->update($this->params);
         expHistory::back();
",0.0,,0.0,tfidf
,,,,,,,,,
CVE-2019-10240,CVE-2019-10240/75f66c9811134c854a3062c2b3cbafd5876fe383,https://github.com/eclipse/hawkbit/commit/75f66c9811134c854a3062c2b3cbafd5876fe383,<s>Eclipse hawkBit versions prior to 0.3.0M2 resolved Maven build artifacts for the Vaadin based UI over HTTP instead of HTTPS. Any of these dependent artifacts could have been maliciously compromised by a MITM attack. Hence produced build artifacts of hawkBit might be infected.</s>,"<s>Fix localization vaadin system messages (#807)
* Add customized SystemMessagesProvider
* Localize according to SystemMessagesInfo
* Localize vaadin 'Server connection lost' message
* Use available locale for system messages
* Add license header
* Fix PR findings
* Fix Sonar issues
Signed-off-by: Stefan Klotz <stefan.klotz@bosch-si.com>
</s>"," diff --git a/hawkbit-ui/src/main/java/org/eclipse/hawkbit/ui/utils/VaadinMessageSource.java b/hawkbit-ui/src/main/java/org/eclipse/hawkbit/ui/utils/VaadinMessageSource.java
index b6adac818..32bbf1788 100644
--- a/hawkbit-ui/src/main/java/org/eclipse/hawkbit/ui/utils/VaadinMessageSource.java
+++ b/hawkbit-ui/src/main/java/org/eclipse/hawkbit/ui/utils/VaadinMessageSource.java
@@ -55,8 +55,26 @@ public class VaadinMessageSource implements Serializable {
      * @see HawkbitCommonUtil#getCurrentLocale()
      */
     public String getMessage(final String code, final Object... args) {
+        return getMessage(HawkbitCommonUtil.getCurrentLocale(), code, args);
+    }
+
+    /**
+     * Tries to resolve the message based on the provided Local. Returns message
+     * code if fitting message could not be found.
+     * 
+     * @param local
+     *            to determinate the Language.
+     * @param code
+     *            the code to lookup up.
+     * @param args
+     *            Array of arguments that will be filled in for params within
+     *            the message.
+     * 
+     * @return the resolved message, or the message code if the lookup fails.
+     */
+    public String getMessage(final Locale local, final String code, final Object... args) {
         try {
-            return source.getMessage(code, args, HawkbitCommonUtil.getCurrentLocale());
+            return source.getMessage(code, args, local);
         } catch (final NoSuchMessageException ex) {
             LOG.error(""Failed to retrieve message!"", ex);
             return code;
",1.0,1.0,0.0,tfidf
CVE-2019-10240,CVE-2019-10240/fa6520a094a24897035dae4a3af2a69d174c7f9d,https://github.com/eclipse/hawkbit/commit/fa6520a094a24897035dae4a3af2a69d174c7f9d,<s>Eclipse hawkBit versions prior to 0.3.0M2 resolved Maven build artifacts for the Vaadin based UI over HTTP instead of HTTPS. Any of these dependent artifacts could have been maliciously compromised by a MITM attack. Hence produced build artifacts of hawkBit might be infected.</s>,"<s>Fix Vaadin Addon repo url (#813)
Signed-off-by: Kai Zimmermann <kai.zimmermann@microsoft.com>
</s>"," diff --git a/pom.xml b/pom.xml
index c0469f1e2..bf92ce684 100644
--- a/pom.xml
+++ b/pom.xml
@@ -122,7 +122,7 @@
    <repositories>
       <repository>
          <id>vaadin-addons</id>
-         <url>http://maven.vaadin.com/vaadin-addons</url>
+         <url>https://maven.vaadin.com/vaadin-addons</url>
       </repository>
    </repositories>
 
",0.0,,1.0,tfidf
,,,,,,,,,
CVE-2018-1000408,CVE-2018-1000408/517da6ed389f0a606dd9bb8595bc79fc93f4331c,https://github.com/jenkinsci/jenkins/commit/517da6ed389f0a606dd9bb8595bc79fc93f4331c,"<s>A denial of service vulnerability exists in Jenkins 2.145 and earlier, LTS 2.138.1 and earlier in core/src/main/java/hudson/security/HudsonPrivateSecurityRealm.java that allows attackers without Overall/Read permission to access a specific URL on instances using the built-in Jenkins user database security realm that results in the creation of an ephemeral user record in memory.</s>","<s>[SECURITY-1158]
</s>"," diff --git a/core/src/main/java/hudson/security/HudsonPrivateSecurityRealm.java b/core/src/main/java/hudson/security/HudsonPrivateSecurityRealm.java
index c787e352f2..01b3233108 100644
--- a/core/src/main/java/hudson/security/HudsonPrivateSecurityRealm.java
+++ b/core/src/main/java/hudson/security/HudsonPrivateSecurityRealm.java
@@ -73,6 +73,8 @@ import javax.servlet.ServletRequest;
 import javax.servlet.ServletResponse;
 import javax.servlet.http.HttpServletRequest;
 import javax.servlet.http.HttpServletResponse;
+import javax.servlet.http.HttpSession;
+
 import static javax.servlet.http.HttpServletResponse.SC_UNAUTHORIZED;
 import java.io.IOException;
 import java.lang.reflect.Constructor;
@@ -263,6 +265,13 @@ public class HudsonPrivateSecurityRealm extends AbstractPasswordBasedSecurityRea
      */
     @SuppressWarnings(""ACL.impersonate"")
     private void loginAndTakeBack(StaplerRequest req, StaplerResponse rsp, User u) throws ServletException, IOException {
+        HttpSession session = req.getSession(false);
+        if (session != null) {
+            // avoid session fixation
+            session.invalidate();
+        }
+        req.getSession(true);
+        
         // ... and let him login
         Authentication a = new UsernamePasswordAuthenticationToken(u.getId(),req.getParameter(""password1""));
         a = this.getSecurityComponents().manager.authenticate(a);
",0.0,,0.0,tfidf
CVE-2018-1000408,CVE-2018-1000408/01157a699f611ca7492e872103ac01526a982cf2,https://github.com/jenkinsci/jenkins/commit/01157a699f611ca7492e872103ac01526a982cf2,"<s>A denial of service vulnerability exists in Jenkins 2.145 and earlier, LTS 2.138.1 and earlier in core/src/main/java/hudson/security/HudsonPrivateSecurityRealm.java that allows attackers without Overall/Read permission to access a specific URL on instances using the built-in Jenkins user database security realm that results in the creation of an ephemeral user record in memory.</s>","<s>[SECURITY-1128]
</s>"," diff --git a/core/src/main/java/hudson/security/HudsonPrivateSecurityRealm.java b/core/src/main/java/hudson/security/HudsonPrivateSecurityRealm.java
index 01b3233108..e877ee6291 100644
--- a/core/src/main/java/hudson/security/HudsonPrivateSecurityRealm.java
+++ b/core/src/main/java/hudson/security/HudsonPrivateSecurityRealm.java
@@ -475,8 +475,9 @@ public class HudsonPrivateSecurityRealm extends AbstractPasswordBasedSecurityRea
      * This is to map users under the security realm URL.
      * This in turn helps us set up the right navigation breadcrumb.
      */
+    @Restricted(NoExternalUse.class)
     public User getUser(String id) {
-        return User.getById(id, true);
+        return User.getById(id, User.ALLOW_USER_CREATION_VIA_URL && hasPermission(Jenkins.ADMINISTER));
     }
 
     // TODO
",1.0,1.0,1.0,tfidf
,,,,,,,,,
CVE-2017-15646,CVE-2017-15646/0c58892732ee7610a7abba5507614366d382c9c9,https://github.com/webmin/webmin/commit/0c58892732ee7610a7abba5507614366d382c9c9,"<s>Webmin before 1.860 has XSS with resultant remote code execution. Under the 'Others/File Manager' menu, there is a 'Download from remote URL' option to download a file from a remote server. After setting up a malicious server, one can wait for a file download request and then send an XSS payload that will lead to Remote Code Execution, as demonstrated by an OS command in the value attribute of a name='cmd' input element.</s>","<s>Escape potentially malicious HTTP headers
</s>"," diff --git a/web-lib-funcs.pl b/web-lib-funcs.pl
index db5858c26..29c2fd570 100755
--- a/web-lib-funcs.pl
+++ b/web-lib-funcs.pl
@@ -2308,7 +2308,7 @@ alarm(0);
 $h = $main::download_timed_out if ($main::download_timed_out);
 if (!ref($h)) {
 	if ($error) { $$error = $h; return; }
-	else { &error($h); }
+	else { &error(&html_escape($h)); }
 	}
 &complete_http_download($h, $dest, $error, $cbfunc, $osdn, $host, $port,
 			$headers, $ssl, $nocache, $timeout);
@@ -2337,7 +2337,7 @@ if ($line !~ /^HTTP\/1\..\s+(200|30[0-9]|400)(\s+|$)/) {
 	alarm(0);
 	&close_http_connection($h);
 	if ($error) { ${$error} = $line; return; }
-	else { &error(""Download failed : $line""); }
+	else { &error(""Download failed : "".&html_escape($line)); }
 	}
 my $rcode = $1;
 &$cbfunc(1, $rcode >= 300 && $rcode < 400 ? 1 : 0)
@@ -2383,7 +2383,8 @@ if ($rcode >= 300 && $rcode < 400) {
 		# Assume relative to same dir .. not handled
 		&close_http_connection($h);
 		if ($error) { ${$error} = ""Invalid Location header $header{'location'}""; return; }
-		else { &error(""Invalid Location header $header{'location'}""); }
+		else { &error(""Invalid Location header "".
+			      &html_escape($header{'location'})); }
 		}
 	else {
 		&close_http_connection($h);
@@ -2412,7 +2413,7 @@ else {
 		if (!&open_tempfile(PFILE, "">$destfile"", 1)) {
 			&close_http_connection($h);
 			if ($error) { ${$error} = ""Failed to write to $destfile : $!""; return; }
-			else { &error(""Failed to write to $destfile : $!""); }
+			else { &error(""Failed to write to "".&html_escape($destfile)."" : "".&html_escape(""$!"")); }
 			}
 		binmode(PFILE);		# For windows
 		while(defined($buf = &read_http_connection($h, 1024))) {
",1.0,3.0,1.0,tfidf
CVE-2017-15646,CVE-2017-15646/f74d8b1571cc23a3f972d8a102cecb47c5528a57,https://github.com/webmin/webmin/commit/f74d8b1571cc23a3f972d8a102cecb47c5528a57,"<s>Webmin before 1.860 has XSS with resultant remote code execution. Under the 'Others/File Manager' menu, there is a 'Download from remote URL' option to download a file from a remote server. After setting up a malicious server, one can wait for a file download request and then send an XSS payload that will lead to Remote Code Execution, as demonstrated by an OS command in the value attribute of a name='cmd' input element.</s>","<s>Populate cache even if there is nothing to read
</s>"," diff --git a/postfix/postfix-lib.pl b/postfix/postfix-lib.pl
index 3d62d9fa5..419b9ef01 100755
--- a/postfix/postfix-lib.pl
+++ b/postfix/postfix-lib.pl
@@ -738,6 +738,7 @@ sub get_maps
 			 $_[2] ? &get_maps_types_files($_[2]) :
 			         &get_maps_types_files(&get_real_value($_[0]));
 	my $number = 0;
+	$maps_cache{$_[0]} = [ ];
 	foreach my $maps_type_file (@maps_files)
 	{
 	    my ($maps_type, $maps_file) = @$maps_type_file;
",0.0,,0.0,tfidf
,,,,,,,,,
CVE-2022-31038,CVE-2022-31038/155cae1de8916fc3fde78f350763034b7422caee,https://github.com/gogs/gogs/commit/155cae1de8916fc3fde78f350763034b7422caee,"<s>Gogs is an open source self-hosted Git service. In versions of gogs prior to 0.12.9 `DisplayName` does not filter characters input from users, which leads to an XSS vulnerability when directly displayed in the issue list. This issue has been resolved in commit 155cae1d which sanitizes `DisplayName` prior to display to the user. All users of gogs are advised to upgrade. Users unable to upgrade should check their users' display names for malicious characters.</s>","<s>issues: sanitize `DisplayName` (#7009)
* issues: display issue posters `Name` instead of `DisplayName`
* sanitize display name
* update changelog
</s>"," diff --git a/CHANGELOG.md b/CHANGELOG.md
index e09a29cc..e81c32b2 100644
--- a/CHANGELOG.md
+++ b/CHANGELOG.md
@@ -23,6 +23,7 @@ All notable changes to Gogs are documented in this file.
 ### Fixed
 
 - _Security:_ OS Command Injection in file editor. [#7000](https://github.com/gogs/gogs/issues/7000)
+- _Security:_ Sanitize `DisplayName` in repository issue list. [#7009](https://github.com/gogs/gogs/pull/7009)
 - Unable to use LDAP authentication on ARM machines. [#6761](https://github.com/gogs/gogs/issues/6761)
 - Unable to init repository during creation on Windows. [#6967](https://github.com/gogs/gogs/issues/6967)
 - Mysterious panic on `Value not found for type *repo.HTTPContext`. [#6963](https://github.com/gogs/gogs/issues/6963)
",0.0,,1.0,lime
CVE-2022-31038,CVE-2022-31038/50e5766867165d7736a9afeb8c3499bed6dda129,https://github.com/gogs/gogs/commit/50e5766867165d7736a9afeb8c3499bed6dda129,"<s>Gogs is an open source self-hosted Git service. In versions of gogs prior to 0.12.9 `DisplayName` does not filter characters input from users, which leads to an XSS vulnerability when directly displayed in the issue list. This issue has been resolved in commit 155cae1d which sanitizes `DisplayName` prior to display to the user. All users of gogs are advised to upgrade. Users unable to upgrade should check their users' display names for malicious characters.</s>","<s>build: remove support of Go 1.17 (#7177)

</s>"," diff --git a/internal/auth/pam/pam.go b/internal/auth/pam/pam.go
index d251fae4..14f041ae 100644
--- a/internal/auth/pam/pam.go
+++ b/internal/auth/pam/pam.go
@@ -1,5 +1,4 @@
 //go:build pam
-// +build pam
 reserved
 // Copyright 2014 The Gogs Authors. All rights reserved.
 // Use of this source code is governed by a MIT-style
",1.0,1.0,0.0,lime
,,,,,,,,,
CVE-2018-12542,CVE-2018-12542/57a65dce6f4c5aa5e3ce7288685e7f3447eb8f3b,https://github.com/vert-x3/vertx-web/commit/57a65dce6f4c5aa5e3ce7288685e7f3447eb8f3b,"<s>In version from 3.0.0 to 3.5.3 of Eclipse Vert.x, the StaticHandler uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize '\' (forward slashes) sequences that can resolve to a location that is outside of that directory when running on Windows Operating Systems.</s>","<s>CVE-2018-12542: The StaticHandler uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize '\' (forward slashes) sequences that can resolve to a location that is outside of that directory when running on Windows Operating Systems. - fixes #1025
</s>"," diff --git a/vertx-web/src/main/java/io/vertx/ext/web/handler/impl/StaticHandlerImpl.java b/vertx-web/src/main/java/io/vertx/ext/web/handler/impl/StaticHandlerImpl.java
index 7e456617f..15f62d9a6 100644
--- a/vertx-web/src/main/java/io/vertx/ext/web/handler/impl/StaticHandlerImpl.java
+++ b/vertx-web/src/main/java/io/vertx/ext/web/handler/impl/StaticHandlerImpl.java
@@ -135,14 +135,27 @@ public class StaticHandlerImpl implements StaticHandler {
       if (log.isTraceEnabled()) log.trace(""Not GET or HEAD so ignoring request"");
       context.next();
     } else {
-      String path = Utils.removeDots(Utils.urlDecode(context.normalisedPath(), false));
-      // if the normalized path is null it cannot be resolved
+      // we are trying to match a URL path to a Filesystem path, so the first step
+      // is to url decode the normalized path so avoid misinterpretations
+      String path = Utils.urlDecode(context.normalisedPath(), false);
+
       if (path == null) {
+        // if the normalized path is null it cannot be resolved
         log.warn(""Invalid path: "" + context.request().path());
         context.next();
         return;
       }
 
+      if (File.separatorChar != '/') {
+        // although forward slashes are not path separators according to the rfc3986 if
+        // used directly to access the filesystem on Windows, they would be treated as such
+        // Instead of relying on the usual normalized method, all forward slashes must be
+        // replaced by backslashes in this handler.
+        path = path.replace(File.separatorChar, '/');
+      }
+      // clean the .. sequences according to rfc3986
+      path = Utils.removeDots(path);
+
       // only root is known for sure to be a directory. all other directories must be identified as such.
       if (!directoryListing && ""/"".equals(path)) {
         path = indexPage;
",1.0,3.0,1.0,lime
CVE-2018-12542,CVE-2018-12542/2da968725b66d3d5be108cf0dcd146ae5435a8f7,https://github.com/vert-x3/vertx-web/commit/2da968725b66d3d5be108cf0dcd146ae5435a8f7,"<s>In version from 3.0.0 to 3.5.3 of Eclipse Vert.x, the StaticHandler uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize '\' (forward slashes) sequences that can resolve to a location that is outside of that directory when running on Windows Operating Systems.</s>","<s>Verify https://github.com/vert-x3/vertx-auth/pull/243
</s>"," diff --git a/vertx-web/src/test/java/io/vertx/ext/web/handler/OAuth2AuthHandlerTest.java b/vertx-web/src/test/java/io/vertx/ext/web/handler/OAuth2AuthHandlerTest.java
index 2f3902f1c..50ef270f5 100644
--- a/vertx-web/src/test/java/io/vertx/ext/web/handler/OAuth2AuthHandlerTest.java
+++ b/vertx-web/src/test/java/io/vertx/ext/web/handler/OAuth2AuthHandlerTest.java
@@ -19,9 +19,13 @@ package io.vertx.ext.web.handler;
 import io.vertx.core.http.HttpMethod;
 import io.vertx.core.http.HttpServer;
 import io.vertx.core.json.JsonObject;
+import io.vertx.ext.auth.PubSecKeyOptions;
 import io.vertx.ext.auth.oauth2.OAuth2Auth;
 import io.vertx.ext.auth.oauth2.OAuth2ClientOptions;
 import io.vertx.ext.auth.oauth2.OAuth2FlowType;
+import io.vertx.ext.jwt.JWK;
+import io.vertx.ext.jwt.JWT;
+import io.vertx.ext.jwt.JWTOptions;
 import io.vertx.ext.web.WebTestBase;
 import org.junit.Test;
 
@@ -160,4 +164,107 @@ public class OAuth2AuthHandlerTest extends WebTestBase {
 
     server.close();
   }
+
+  @Test
+  public void testBearerOnlyWithJWT() throws Exception {
+
+    OAuth2Auth oauth = OAuth2Auth
+      .create(
+        vertx,
+        OAuth2FlowType.AUTH_CODE,
+        new OAuth2ClientOptions()
+          .setClientID(""dummy-client"")
+          .addPubSecKey(new PubSecKeyOptions()
+            .setAlgorithm(""RS256"")
+            .setPublicKey(
+              ""MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAmuIC9Qvwoe/3tUpHkcUp\n"" +
+                ""vWmzQqnZtz3HBKbxzc/jBTxUHefJDs88Xjw5nNXhl4tXkHzFRAZHtDnwX074/2oc\n"" +
+                ""PRSWaBjHYXB771af91UPrc9fb4lh3W1a8hmQU6sgKlQVwDnUuePDkCmwKCsuyX0M\n"" +
+                ""wxuwOwEUo4r15NBh/H7FvuHVPnqWK1/kliYtQukF3svQkpZT6/puQ0bEOefROLB+\n"" +
+                ""EAPM0OAaDyknjxCZJenk9FIyC6skOKVaxW7CcE54lIUjS1GKFQc44/+T+u0VKSmh\n"" +
+                ""rRdBNcAhXmdpwjLoDTy/I8z+uqkKitdEVczCdleNqeb6b1kjPWS3VbLXxY/LIYlz\n"" +
+                ""uQIDAQAB"")
+          )
+      );
+
+    assertNotNull(oauth);
+
+    JWT jwt = new JWT().addJWK(new JWK(""RS256"", null,
+      ""MIIEvQIBADANBgkqhkiG9w0BAQEFAASCBKcwggSjAgEAAoIBAQCa4gL1C/Ch7/e1\n"" +
+        ""SkeRxSm9abNCqdm3PccEpvHNz+MFPFQd58kOzzxePDmc1eGXi1eQfMVEBke0OfBf\n"" +
+        ""Tvj/ahw9FJZoGMdhcHvvVp/3VQ+tz19viWHdbVryGZBTqyAqVBXAOdS548OQKbAo\n"" +
+        ""Ky7JfQzDG7A7ARSjivXk0GH8fsW+4dU+epYrX+SWJi1C6QXey9CSllPr+m5DRsQ5\n"" +
+        ""59E4sH4QA8zQ4BoPKSePEJkl6eT0UjILqyQ4pVrFbsJwTniUhSNLUYoVBzjj/5P6\n"" +
+        ""7RUpKaGtF0E1wCFeZ2nCMugNPL8jzP66qQqK10RVzMJ2V42p5vpvWSM9ZLdVstfF\n"" +
+        ""j8shiXO5AgMBAAECggEAIriwOQcoNuV4/qdcTA2LQe9ERJmXOUEcMKrMYntMRYw0\n"" +
+        ""v0+K/0ruGaIeuE4qeLLAOp/+CTXvNTQX8wXdREUhd3/6B/QmHm39GrasveHP1gM7\n"" +
+        ""PeHqkp1FWijo9hjS6SpYhfNxAQtSeCsgVqD3qCvkhIjchR3E5rTsUxN0JAq3ggb9\n"" +
+        ""WCJ2LUxOOTHAWL4cv7FIKfwU/bwjBdHbSLuh7em4IE8tzcFgh49281APprGb4a3d\n"" +
+        ""CPlIZC+CQmTFKPGzT0WDNc3EbPPKcx8ECRf1Zo94Tqnzv7FLgCmr0o4O9e6E3yss\n"" +
+        ""Uwp7EKPUQyAwBkc+pHwqUmOPqHB+z28JUOwqoD0vQQKBgQDNiXSydWh9BUWAleQU\n"" +
+        ""fgSF0bjlt38HVcyMKGC1xQhi8VeAfLJxGCGbdxsPFNCtMPDLRRyd4xHBmsCmPPli\n"" +
+        ""CFHD1UbfNuKma6azl6A86geuTolgrHoxp57tZwoBpG9JHoTA53pfBPxb8q39YXKh\n"" +
+        ""DSXsJVldxsHwzFAklj3ZqzWq3QKBgQDA6M/VW3SXEt1NWwMI+WGa/QKHDjLDhZzF\n"" +
+        ""F3iQTtzDDmA4louAzX1cykNo6Y7SpORi0ralml65iwT2HZtE8w9vbw4LNmBiHmlX\n"" +
+        ""AvpZSHT6/7nQeiFtxZu9cyw4GGpNSaeqp4Cq6TGYmfbq4nIdryzUU2AgsqSZyrra\n"" +
+        ""xh7K+2I4jQKBgGjC8xQy+7sdgLt1qvc29B8xMkkEKl8WwFeADSsY7plf4fW/mURD\n"" +
+        ""xH11S/l35pUgKNuysk9Xealws1kIIyRwkRx8DM+hLg0dOa64Thg+QQP7S9JWl0HP\n"" +
+        ""6hWfO15y7bYbNBcO5TShWe+T1lMb5E1qYjXnI5HEyP1vZjn/yi60MXqRAoGAe6F4\n"" +
+        ""+QLIwL1dSOMoGctBS4QU55so23e41fNJ2CpCf1uqPPn2Y9DOI/aYpxbv6n20xMTI\n"" +
+        ""O2+of37h6h1lUhX38XGZ7YOm15sn5ZTJ/whZuDbFzh9HZ0N6oTq7vyOelPO8WblJ\n"" +
+        ""077pgyRBQ51mhzGqKFVayPnUVZ/Ais7oEyxycU0CgYEAzEUhmN22ykywh0My83z/\n"" +
+        ""7yl2tyrlv2hcZbaP7+9eHdUafGG8jMTVD7jxhzAbiSo2UeyHUnAItDnLetLh89K6\n"" +
+        ""0oF3/rZLqugtb+f48dgRE/SDF4Itgp5fDqWHLhEW7ZhWCFlFgZ3sq0XryIxzFof0\n"" +
+        ""O/Fd1NnotirzTnob5ReblIM=""));
+
+    assertNotNull(jwt);
+
+
+    // lets mock a oauth2 server using code auth code flow
+    OAuth2AuthHandler oauth2Handler = OAuth2AuthHandler.create(oauth);
+
+    // protect everything under /protected
+    router.route(""/protected/*"").handler(oauth2Handler);
+    // mount some handler under the protected zone
+    router.route(""/protected/somepage"").handler(rc -> {
+      assertNotNull(rc.user());
+      rc.response().end(""Welcome to the protected resource!"");
+    });
+
+
+    testRequest(HttpMethod.GET, ""/protected/somepage"", 500, ""Internal Server Error"");
+    // Now try again with fake credentials
+    testRequest(HttpMethod.GET, ""/protected/somepage"", req -> req.putHeader(""Authorization"", ""Bearer 4adc339e0""), 401, ""Unauthorized"", ""Unauthorized"");
+    // Now try again with real credentials
+    String accessToken = jwt.sign(
+      new JsonObject(
+        ""{\n"" +
+          ""      \""iss\"": \""https://server.example.com\"",\n"" +
+          ""      \""aud\"": \""s6BhdRkqt3\"",\n"" +
+          ""      \""jti\"": \""a-123\"",\n"" +
+          ""      \",0.0,,0.0,lime
,,,,,,,,,
